Z_MIN,TUILE,TO_DALLE
"8,020",tile_x107y65,PV
"7,571",tile_x107y66,PV
"7,390",tile_x107y67,PU
"6,033",tile_x107y68,PU
"6,650",tile_x107y69,PU
"6,307",tile_x107y70,PU
"2,684",tile_x107y71,PU
"2,438",tile_x107y72,PT
"6,315",tile_x107y73,PT
"8,674",tile_x107y74,PT
"7,275",tile_x107y75,PT
"9,720",tile_x107y76,PT
"8,707",tile_x107y77,PS
"7,667",tile_x107y78,PS
"1,134",tile_x107y79,PS
"0,686",tile_x107y80,PS
"0,050",tile_x107y81,PS
"0,465",tile_x107y82,PR
"-0,164",tile_x107y83,PR
"-0,164",tile_x107y84,PR
"0,383",tile_x107y85,PR
"2,251",tile_x107y86,PR
"5,418",tile_x107y87,PQ
"7,688",tile_x107y88,PQ
"10,795",tile_x107y89,PQ
"15,030",tile_x107y90,PQ
"19,220",tile_x107y91,PQ
"16,308",tile_x107y92,PP
"14,217",tile_x107y93,PP
"16,988",tile_x107y94,PP
"16,386",tile_x107y95,PP
"15,615",tile_x107y96,PP
"16,922",tile_x107y97,PO
"18,124",tile_x107y98,PO
"19,380",tile_x107y99,PO
"20,863",tile_x108y100,PO
"20,620",tile_x108y101,PO
"19,989",tile_x108y102,PN
"17,346",tile_x108y103,PN
"20,330",tile_x108y104,PN
"19,845",tile_x108y105,PN
"20,276",tile_x108y106,PN
"18,150",tile_x108y107,PM
"16,993",tile_x108y108,PM
"16,991",tile_x108y109,PM
"15,652",tile_x108y110,PM
"16,263",tile_x108y111,PM
"15,969",tile_x108y112,PL
"15,997",tile_x108y113,PL
"13,297",tile_x108y114,PL
"11,540",tile_x108y115,PL
"11,730",tile_x108y116,PL
"15,665",tile_x108y117,PK
"17,560",tile_x108y118,PK
"20,233",tile_x108y119,PK
"16,606",tile_x108y120,PK
"11,360",tile_x108y121,PK
"11,032",tile_x108y122,PJ
"9,649",tile_x108y123,PJ
"9,735",tile_x108y124,PJ
"13,316",tile_x108y125,PJ
"22,712",tile_x108y126,PJ
"23,960",tile_x108y127,PI
"22,639",tile_x108y128,PI
"22,594",tile_x108y129,PI
"26,227",tile_x108y130,PI
"18,640",tile_x108y131,PI
"18,941",tile_x108y132,PH
"20,804",tile_x108y133,PH
"22,109",tile_x108y134,PH
"22,673",tile_x108y135,PH
"24,818",tile_x108y136,PH
"26,517",tile_x108y137,PG
"26,928",tile_x108y138,PG
"28,541",tile_x108y139,PG
"31,527",tile_x108y140,PG
"25,996",tile_x108y141,PG
"25,837",tile_x108y142,PF
"34,170",tile_x108y143,PF
"35,420",tile_x108y144,PF
"35,089",tile_x108y145,PF
"28,965",tile_x108y146,PF
"24,130",tile_x108y147,PE
"22,748",tile_x108y148,PE
"23,644",tile_x108y149,PE
"23,641",tile_x108y150,PE
"21,220",tile_x108y151,PE
"19,201",tile_x108y152,PD
"16,610",tile_x108y153,PD
"17,671",tile_x108y154,PD
"22,120",tile_x108y155,PD
"25,339",tile_x108y156,PD
"25,800",tile_x108y157,PC
"29,641",tile_x108y158,PC
"32,882",tile_x108y159,PC
"36,160",tile_x108y160,PC
"40,483",tile_x108y161,PC
"4,150",tile_x108y44,PZ
"4,300",tile_x108y45,PZ
"4,819",tile_x108y46,PZ
"6,190",tile_x108y47,PY
"7,350",tile_x108y48,PY
"10,190",tile_x108y49,PY
"10,638",tile_x108y50,PY
"11,097",tile_x108y51,PY
"10,627",tile_x108y52,PX
"9,630",tile_x108y53,PX
"7,631",tile_x108y54,PX
"9,770",tile_x108y55,PX
"5,357",tile_x108y56,PX
"5,357",tile_x108y57,PW
"5,357",tile_x108y58,PW
"5,357",tile_x108y59,PW
"8,826",tile_x108y60,PW
"8,283",tile_x108y61,PW
"7,060",tile_x108y62,PV
"5,589",tile_x108y63,PV
"4,154",tile_x108y64,PV
"5,571",tile_x108y65,PV
"5,177",tile_x108y66,PV
"4,920",tile_x108y67,PU
"5,000",tile_x108y68,PU
"4,370",tile_x108y69,PU
"4,731",tile_x108y70,PU
"4,990",tile_x108y71,PU
"3,300",tile_x108y72,PT
"3,762",tile_x108y73,PT
"5,595",tile_x108y74,PT
"5,569",tile_x108y75,PT
"7,159",tile_x108y76,PT
"9,198",tile_x108y77,PS
"5,206",tile_x108y78,PS
"1,320",tile_x108y79,PS
"1,000",tile_x108y80,PS
"-0,096",tile_x108y81,PS
"0,012",tile_x108y82,PR
"-0,279",tile_x108y83,PR
"-0,280",tile_x108y84,PR
"1,414",tile_x108y85,PR
"1,320",tile_x108y86,PR
"5,847",tile_x108y87,PQ
"7,767",tile_x108y88,PQ
"12,689",tile_x108y89,PQ
"17,338",tile_x108y90,PQ
"19,730",tile_x108y91,PQ
"16,224",tile_x108y92,PP
"14,120",tile_x108y93,PP
"16,994",tile_x108y94,PP
"16,663",tile_x108y95,PP
"14,960",tile_x108y96,PP
"16,421",tile_x108y97,PO
"18,000",tile_x108y98,PO
"21,057",tile_x108y99,PO
"17,540",tile_x109y100,PO
"19,485",tile_x109y101,PO
"19,060",tile_x109y102,PN
"19,380",tile_x109y103,PN
"21,901",tile_x109y104,PN
"19,439",tile_x109y105,PN
"18,990",tile_x109y106,PN
"18,243",tile_x109y107,PM
"17,495",tile_x109y108,PM
"15,919",tile_x109y109,PM
"16,080",tile_x109y110,PM
"15,761",tile_x109y111,PM
"15,248",tile_x109y112,PL
"15,180",tile_x109y113,PL
"15,026",tile_x109y114,PL
"11,300",tile_x109y115,PL
"10,990",tile_x109y116,PL
"12,263",tile_x109y117,PK
"17,396",tile_x109y118,PK
"17,700",tile_x109y119,PK
"14,080",tile_x109y120,PK
"11,616",tile_x109y121,PK
"8,823",tile_x109y122,PJ
"9,250",tile_x109y123,PJ
"10,559",tile_x109y124,PJ
"17,343",tile_x109y125,PJ
"24,855",tile_x109y126,PJ
"27,587",tile_x109y127,PI
"22,270",tile_x109y128,PI
"22,644",tile_x109y129,PI
"21,049",tile_x109y130,PI
"17,480",tile_x109y131,PI
"17,986",tile_x109y132,PH
"19,774",tile_x109y133,PH
"20,441",tile_x109y134,PH
"22,105",tile_x109y135,PH
"23,165",tile_x109y136,PH
"24,040",tile_x109y137,PG
"26,584",tile_x109y138,PG
"28,469",tile_x109y139,PG
"28,638",tile_x109y140,PG
"25,906",tile_x109y141,PG
"23,873",tile_x109y142,PF
"31,717",tile_x109y143,PF
"33,810",tile_x109y144,PF
"32,390",tile_x109y145,PF
"28,630",tile_x109y146,PF
"24,549",tile_x109y147,PE
"21,479",tile_x109y148,PE
"20,775",tile_x109y149,PE
"21,339",tile_x109y150,PE
"20,440",tile_x109y151,PE
"16,510",tile_x109y152,PD
"15,870",tile_x109y153,PD
"19,722",tile_x109y154,PD
"22,020",tile_x109y155,PD
"23,340",tile_x109y156,PD
"25,730",tile_x109y157,PC
"32,149",tile_x109y158,PC
"33,845",tile_x109y159,PC
"37,167",tile_x109y160,PC
"38,459",tile_x109y161,PC
"3,370",tile_x109y44,PZ
"3,880",tile_x109y45,PZ
"4,310",tile_x109y46,PZ
"7,923",tile_x109y47,PY
"9,117",tile_x109y48,PY
"9,220",tile_x109y49,PY
"9,840",tile_x109y50,PY
"9,485",tile_x109y51,PY
"9,512",tile_x109y52,PX
"9,837",tile_x109y53,PX
"9,185",tile_x109y54,PX
"5,357",tile_x109y55,PX
"5,357",tile_x109y56,PX
"5,357",tile_x109y57,PW
"5,357",tile_x109y58,PW
"5,357",tile_x109y59,PW
"7,093",tile_x109y60,PW
"5,255",tile_x109y61,PW
"4,710",tile_x109y62,PV
"5,407",tile_x109y63,PV
"3,072",tile_x109y64,PV
"4,800",tile_x109y65,PV
"3,663",tile_x109y66,PV
"3,989",tile_x109y67,PU
"2,369",tile_x109y68,PU
"3,994",tile_x109y69,PU
"3,563",tile_x109y70,PU
"4,310",tile_x109y71,PU
"4,170",tile_x109y72,PT
"4,210",tile_x109y73,PT
"3,540",tile_x109y74,PT
"2,787",tile_x109y75,PT
"4,830",tile_x109y76,PT
"7,094",tile_x109y77,PS
"2,340",tile_x109y78,PS
"1,028",tile_x109y79,PS
"0,457",tile_x109y80,PS
"0,375",tile_x109y81,PS
"0,986",tile_x109y82,PR
"0,254",tile_x109y83,PR
"2,280",tile_x109y84,PR
"0,526",tile_x109y85,PR
"0,880",tile_x109y86,PR
"4,434",tile_x109y87,PQ
"9,070",tile_x109y88,PQ
"13,781",tile_x109y89,PQ
"16,810",tile_x109y90,PQ
"17,783",tile_x109y91,PQ
"15,816",tile_x109y92,PP
"13,050",tile_x109y93,PP
"14,710",tile_x109y94,PP
"14,892",tile_x109y95,PP
"13,544",tile_x109y96,PP
"16,236",tile_x109y97,PO
"16,399",tile_x109y98,PO
"19,150",tile_x109y99,PO
"15,915",tile_x110y100,PO
"15,686",tile_x110y101,PO
"16,270",tile_x110y102,PN
"19,242",tile_x110y103,PN
"20,941",tile_x110y104,PN
"19,256",tile_x110y105,PN
"17,440",tile_x110y106,PN
"18,627",tile_x110y107,PM
"17,210",tile_x110y108,PM
"15,666",tile_x110y109,PM
"15,056",tile_x110y110,PM
"14,120",tile_x110y111,PM
"14,729",tile_x110y112,PL
"16,547",tile_x110y113,PL
"17,350",tile_x110y114,PL
"12,056",tile_x110y115,PL
"10,149",tile_x110y116,PL
"10,105",tile_x110y117,PK
"15,803",tile_x110y118,PK
"14,576",tile_x110y119,PK
"13,970",tile_x110y120,PK
"10,463",tile_x110y121,PK
"8,783",tile_x110y122,PJ
"11,160",tile_x110y123,PJ
"15,350",tile_x110y124,PJ
"17,887",tile_x110y125,PJ
"22,401",tile_x110y126,PJ
"27,489",tile_x110y127,PI
"21,394",tile_x110y128,PI
"23,664",tile_x110y129,PI
"21,432",tile_x110y130,PI
"16,660",tile_x110y131,PI
"17,823",tile_x110y132,PH
"19,710",tile_x110y133,PH
"20,170",tile_x110y134,PH
"20,971",tile_x110y135,PH
"22,284",tile_x110y136,PH
"23,541",tile_x110y137,PG
"25,308",tile_x110y138,PG
"26,694",tile_x110y139,PG
"26,675",tile_x110y140,PG
"26,227",tile_x110y141,PG
"23,690",tile_x110y142,PF
"30,489",tile_x110y143,PF
"31,589",tile_x110y144,PF
"32,446",tile_x110y145,PF
"31,410",tile_x110y146,PF
"25,522",tile_x110y147,PE
"22,626",tile_x110y148,PE
"19,148",tile_x110y149,PE
"19,059",tile_x110y150,PE
"18,094",tile_x110y151,PE
"15,490",tile_x110y152,PD
"15,771",tile_x110y153,PD
"19,682",tile_x110y154,PD
"23,170",tile_x110y155,PD
"24,880",tile_x110y156,PD
"26,850",tile_x110y157,PC
"31,317",tile_x110y158,PC
"35,357",tile_x110y159,PC
"33,729",tile_x110y160,PC
"2,610",tile_x110y44,PZ
"3,040",tile_x110y45,PZ
"3,870",tile_x110y46,PZ
"6,239",tile_x110y47,PY
"8,024",tile_x110y48,PY
"8,341",tile_x110y49,PY
"9,143",tile_x110y50,PY
"8,950",tile_x110y51,PY
"9,480",tile_x110y52,PX
"9,482",tile_x110y53,PX
"7,925",tile_x110y54,PX
"5,357",tile_x110y55,PX
"5,357",tile_x110y56,PX
"5,357",tile_x110y57,PW
"5,357",tile_x110y58,PW
"5,357",tile_x110y59,PW
"5,610",tile_x110y60,PW
"5,109",tile_x110y61,PW
"2,380",tile_x110y62,PV
"3,482",tile_x110y63,PV
"2,794",tile_x110y64,PV
"2,207",tile_x110y65,PV
"2,803",tile_x110y66,PV
"2,672",tile_x110y67,PU
"2,559",tile_x110y68,PU
"3,621",tile_x110y69,PU
"1,486",tile_x110y70,PU
"3,960",tile_x110y71,PU
"4,047",tile_x110y72,PT
"3,830",tile_x110y73,PT
"3,163",tile_x110y74,PT
"1,751",tile_x110y75,PT
"3,383",tile_x110y76,PT
"7,161",tile_x110y77,PS
"1,123",tile_x110y78,PS
"1,078",tile_x110y79,PS
"0,107",tile_x110y80,PS
"0,207",tile_x110y81,PS
"2,417",tile_x110y82,PR
"0,148",tile_x110y83,PR
"3,314",tile_x110y84,PR
"2,483",tile_x110y85,PR
"1,733",tile_x110y86,PR
"5,481",tile_x110y87,PQ
"8,650",tile_x110y88,PQ
"11,275",tile_x110y89,PQ
"15,277",tile_x110y90,PQ
"16,020",tile_x110y91,PQ
"13,965",tile_x110y92,PP
"11,856",tile_x110y93,PP
"11,923",tile_x110y94,PP
"12,330",tile_x110y95,PP
"11,903",tile_x110y96,PP
"12,758",tile_x110y97,PO
"16,767",tile_x110y98,PO
"17,029",tile_x110y99,PO
"14,364",tile_x111y100,PO
"13,330",tile_x111y101,PO
"15,332",tile_x111y102,PN
"15,460",tile_x111y103,PN
"16,891",tile_x111y104,PN
"19,321",tile_x111y105,PN
"17,523",tile_x111y106,PN
"19,069",tile_x111y107,PM
"15,490",tile_x111y108,PM
"15,310",tile_x111y109,PM
"13,710",tile_x111y110,PM
"12,761",tile_x111y111,PM
"13,614",tile_x111y112,PL
"14,638",tile_x111y113,PL
"17,859",tile_x111y114,PL
"17,601",tile_x111y115,PL
"10,220",tile_x111y116,PL
"9,570",tile_x111y117,PK
"11,577",tile_x111y118,PK
"14,700",tile_x111y119,PK
"14,028",tile_x111y120,PK
"9,070",tile_x111y121,PK
"7,550",tile_x111y122,PJ
"15,264",tile_x111y123,PJ
"19,962",tile_x111y124,PJ
"21,970",tile_x111y125,PJ
"23,054",tile_x111y126,PJ
"21,122",tile_x111y127,PI
"21,813",tile_x111y128,PI
"26,011",tile_x111y129,PI
"24,901",tile_x111y130,PI
"16,840",tile_x111y131,PI
"16,378",tile_x111y132,PH
"19,152",tile_x111y133,PH
"19,563",tile_x111y134,PH
"20,492",tile_x111y135,PH
"21,769",tile_x111y136,PH
"23,101",tile_x111y137,PG
"25,530",tile_x111y138,PG
"25,130",tile_x111y139,PG
"24,630",tile_x111y140,PG
"26,260",tile_x111y141,PG
"24,120",tile_x111y142,PF
"24,046",tile_x111y143,PF
"28,720",tile_x111y144,PF
"30,571",tile_x111y145,PF
"29,965",tile_x111y146,PF
"27,082",tile_x111y147,PE
"21,937",tile_x111y148,PE
"18,960",tile_x111y149,PE
"16,309",tile_x111y150,PE
"13,651",tile_x111y151,PE
"15,290",tile_x111y152,PD
"16,470",tile_x111y153,PD
"20,146",tile_x111y154,PD
"23,842",tile_x111y155,PD
"23,852",tile_x111y156,PD
"27,048",tile_x111y157,PC
"29,993",tile_x111y158,PC
"31,716",tile_x111y159,PC
"31,649",tile_x111y160,PC
"1,982",tile_x111y44,PZ
"2,820",tile_x111y45,PZ
"3,065",tile_x111y46,PZ
"7,208",tile_x111y47,PY
"6,963",tile_x111y48,PY
"7,047",tile_x111y49,PY
"8,260",tile_x111y50,PY
"8,020",tile_x111y51,PY
"8,910",tile_x111y52,PX
"9,033",tile_x111y53,PX
"8,223",tile_x111y54,PX
"8,926",tile_x111y55,PX
"9,854",tile_x111y56,PX
"7,844",tile_x111y57,PW
"5,357",tile_x111y58,PW
"5,357",tile_x111y59,PW
"4,120",tile_x111y60,PW
"3,879",tile_x111y61,PW
"1,723",tile_x111y62,PV
"3,109",tile_x111y63,PV
"2,107",tile_x111y64,PV
"2,357",tile_x111y65,PV
"2,195",tile_x111y66,PV
"2,587",tile_x111y67,PU
"1,373",tile_x113y61,QW
"12,927",tile_x101y66,OV
"2,794",tile_x111y68,PU
"2,849",tile_x111y69,PU
"1,658",tile_x111y70,PU
"3,950",tile_x111y71,PU
"4,586",tile_x111y72,PT
"4,161",tile_x111y73,PT
"2,118",tile_x111y74,PT
"1,280",tile_x111y75,PT
"1,960",tile_x111y76,PT
"1,308",tile_x111y77,PS
"1,179",tile_x111y78,PS
"0,843",tile_x111y79,PS
"0,507",tile_x111y80,PS
"0,436",tile_x111y81,PS
"1,774",tile_x111y82,PR
"0,148",tile_x111y83,PR
"2,538",tile_x111y84,PR
"2,772",tile_x111y85,PR
"2,246",tile_x111y86,PR
"4,946",tile_x111y87,PQ
"8,640",tile_x111y88,PQ
"10,220",tile_x111y89,PQ
"11,684",tile_x111y90,PQ
"12,609",tile_x111y91,PQ
"12,647",tile_x111y92,PP
"11,599",tile_x111y93,PP
"10,762",tile_x111y94,PP
"10,455",tile_x111y95,PP
"10,762",tile_x111y96,PP
"11,424",tile_x111y97,PO
"12,371",tile_x111y98,PO
"14,330",tile_x111y99,PO
"12,310",tile_x112y100,QO
"13,930",tile_x112y101,QO
"13,720",tile_x112y102,QN
"14,305",tile_x112y103,QN
"14,610",tile_x112y104,QN
"16,960",tile_x112y105,QN
"15,114",tile_x112y106,QN
"15,114",tile_x112y107,QM
"15,026",tile_x112y108,QM
"13,560",tile_x112y109,QM
"12,770",tile_x112y110,QM
"11,887",tile_x112y111,QM
"13,118",tile_x112y112,QL
"13,756",tile_x112y113,QL
"15,104",tile_x112y114,QL
"14,748",tile_x112y115,QL
"10,351",tile_x112y116,QL
"7,689",tile_x112y117,QK
"10,156",tile_x112y118,QK
"14,159",tile_x112y119,QK
"9,830",tile_x112y120,QK
"8,772",tile_x112y121,QK
"9,121",tile_x112y122,QJ
"19,860",tile_x112y123,QJ
"18,059",tile_x112y124,QJ
"17,447",tile_x112y125,QJ
"20,285",tile_x112y126,QJ
"21,233",tile_x112y127,QI
"23,368",tile_x112y128,QI
"24,722",tile_x112y129,QI
"25,894",tile_x112y130,QI
"16,763",tile_x112y131,QI
"15,290",tile_x112y132,QH
"18,431",tile_x112y133,QH
"18,911",tile_x112y134,QH
"19,326",tile_x112y135,QH
"21,253",tile_x112y136,QH
"22,378",tile_x112y137,QG
"25,010",tile_x112y138,QG
"24,412",tile_x112y139,QG
"25,062",tile_x112y140,QG
"25,378",tile_x112y141,QG
"23,918",tile_x112y142,QF
"23,085",tile_x112y143,QF
"28,750",tile_x112y144,QF
"27,443",tile_x112y145,QF
"26,174",tile_x112y146,QF
"23,899",tile_x112y147,QE
"19,908",tile_x112y148,QE
"19,187",tile_x112y149,QE
"15,885",tile_x112y150,QE
"13,651",tile_x112y151,QE
"15,178",tile_x112y152,QD
"15,880",tile_x112y153,QD
"20,643",tile_x112y154,QD
"22,913",tile_x112y155,QD
"23,326",tile_x112y156,QD
"27,827",tile_x112y157,QC
"30,400",tile_x112y158,QC
"29,061",tile_x112y159,QC
"1,179",tile_x112y44,QZ
"1,179",tile_x112y45,QZ
"2,798",tile_x112y46,QZ
"5,101",tile_x112y47,QY
"6,412",tile_x112y48,QY
"6,652",tile_x112y49,QY
"7,122",tile_x112y50,QY
"6,529",tile_x112y51,QY
"7,420",tile_x112y52,QX
"7,690",tile_x112y53,QX
"7,770",tile_x112y54,QX
"6,980",tile_x112y55,QX
"7,323",tile_x112y56,QX
"6,444",tile_x112y57,QW
"4,280",tile_x112y58,QW
"2,844",tile_x112y59,QW
"2,650",tile_x112y60,QW
"2,450",tile_x112y61,QW
"1,727",tile_x112y62,QV
"1,430",tile_x112y63,QV
"2,662",tile_x112y64,QV
"1,249",tile_x112y65,QV
"1,512",tile_x112y66,QV
"0,474",tile_x112y67,QU
"0,474",tile_x112y68,QU
"0,720",tile_x112y69,QU
"0,720",tile_x112y70,QU
"2,973",tile_x112y71,QU
"3,577",tile_x112y72,QT
"3,320",tile_x112y73,QT
"0,620",tile_x112y74,QT
"0,810",tile_x112y75,QT
"0,870",tile_x112y76,QT
"1,237",tile_x112y77,QS
"0,903",tile_x112y78,QS
"0,809",tile_x112y79,QS
"0,558",tile_x112y80,QS
"0,571",tile_x112y81,QS
"2,080",tile_x112y82,QR
"0,290",tile_x112y83,QR
"2,977",tile_x112y84,QR
"3,496",tile_x112y85,QR
"1,946",tile_x112y86,QR
"3,331",tile_x112y87,QQ
"9,530",tile_x112y88,QQ
"11,731",tile_x112y89,QQ
"10,688",tile_x112y90,QQ
"9,507",tile_x112y91,QQ
"9,390",tile_x112y92,QP
"11,182",tile_x112y93,QP
"9,575",tile_x112y94,QP
"9,667",tile_x112y95,QP
"10,109",tile_x112y96,QP
"11,593",tile_x112y97,QO
"10,823",tile_x112y98,QO
"12,768",tile_x112y99,QO
"11,973",tile_x113y100,QO
"13,660",tile_x113y101,QO
"13,223",tile_x113y102,QN
"12,730",tile_x113y103,QN
"12,160",tile_x113y104,QN
"13,588",tile_x113y105,QN
"14,020",tile_x113y106,QN
"13,871",tile_x113y107,QM
"11,720",tile_x113y108,QM
"13,358",tile_x113y109,QM
"11,367",tile_x113y110,QM
"10,806",tile_x113y111,QM
"11,830",tile_x113y112,QL
"12,590",tile_x113y113,QL
"13,510",tile_x113y114,QL
"11,770",tile_x113y115,QL
"10,534",tile_x113y116,QL
"9,151",tile_x113y117,QK
"9,780",tile_x113y118,QK
"7,790",tile_x113y119,QK
"7,230",tile_x113y120,QK
"7,873",tile_x113y121,QK
"13,406",tile_x113y122,QJ
"20,315",tile_x113y123,QJ
"19,950",tile_x113y124,QJ
"19,810",tile_x113y125,QJ
"20,090",tile_x113y126,QJ
"20,480",tile_x113y127,QI
"22,245",tile_x113y128,QI
"24,395",tile_x113y129,QI
"26,582",tile_x113y130,QI
"15,440",tile_x113y131,QI
"15,030",tile_x113y132,QH
"18,406",tile_x113y133,QH
"18,050",tile_x113y134,QH
"19,410",tile_x113y135,QH
"21,299",tile_x113y136,QH
"21,860",tile_x113y137,QG
"22,764",tile_x113y138,QG
"20,228",tile_x113y139,QG
"23,893",tile_x113y140,QG
"23,710",tile_x113y141,QG
"24,880",tile_x113y142,QF
"21,706",tile_x113y143,QF
"22,425",tile_x113y144,QF
"25,716",tile_x113y145,QF
"23,079",tile_x113y146,QF
"20,581",tile_x113y147,QE
"17,340",tile_x113y148,QE
"15,471",tile_x113y149,QE
"13,981",tile_x113y150,QE
"13,350",tile_x113y151,QE
"14,930",tile_x113y152,QD
"15,540",tile_x113y153,QD
"19,473",tile_x113y154,QD
"20,257",tile_x113y155,QD
"23,840",tile_x113y156,QD
"29,695",tile_x113y157,QC
"27,764",tile_x113y158,QC
"27,548",tile_x113y159,QC
"0,372",tile_x113y44,QZ
"0,597",tile_x113y45,QZ
"1,960",tile_x113y46,QZ
"3,831",tile_x113y47,QY
"4,997",tile_x113y48,QY
"6,112",tile_x113y49,QY
"6,351",tile_x113y50,QY
"6,910",tile_x113y51,QY
"6,938",tile_x113y52,QX
"7,280",tile_x113y53,QX
"7,320",tile_x113y54,QX
"6,721",tile_x113y55,QX
"6,121",tile_x113y56,QX
"5,290",tile_x113y57,QW
"4,758",tile_x113y58,QW
"1,842",tile_x113y59,QW
"1,889",tile_x113y60,QW
"1,085",tile_x113y62,QV
"1,062",tile_x113y63,QV
"1,095",tile_x113y64,QV
"1,228",tile_x113y65,QV
"1,014",tile_x113y66,QV
"0,474",tile_x113y67,QU
"0,474",tile_x113y68,QU
"0,720",tile_x113y69,QU
"0,720",tile_x113y70,QU
"0,720",tile_x113y71,QU
"0,720",tile_x113y72,QT
"0,720",tile_x113y73,QT
"0,432",tile_x113y74,QT
"0,432",tile_x113y75,QT
"0,780",tile_x113y76,QT
"1,660",tile_x113y77,QS
"1,008",tile_x113y78,QS
"0,435",tile_x113y79,QS
"0,491",tile_x113y80,QS
"0,378",tile_x113y81,QS
"0,896",tile_x113y82,QR
"0,305",tile_x113y83,QR
"0,148",tile_x113y84,QR
"1,711",tile_x113y85,QR
"1,622",tile_x113y86,QR
"1,010",tile_x113y87,QQ
"3,551",tile_x113y88,QQ
"4,930",tile_x113y89,QQ
"5,135",tile_x113y90,QQ
"7,550",tile_x113y91,QQ
"8,780",tile_x113y92,QP
"9,000",tile_x113y93,QP
"9,245",tile_x113y94,QP
"8,713",tile_x113y95,QP
"9,132",tile_x113y96,QP
"9,303",tile_x113y97,QO
"11,264",tile_x113y98,QO
"12,517",tile_x113y99,QO
"10,648",tile_x114y100,QO
"11,781",tile_x114y101,QO
"11,459",tile_x114y102,QN
"11,726",tile_x114y103,QN
"12,449",tile_x114y104,QN
"12,250",tile_x114y105,QN
"12,280",tile_x114y106,QN
"12,415",tile_x114y107,QM
"10,969",tile_x114y108,QM
"12,570",tile_x114y109,QM
"8,905",tile_x114y110,QM
"9,662",tile_x114y111,QM
"10,452",tile_x114y112,QL
"10,380",tile_x114y113,QL
"10,840",tile_x114y114,QL
"11,130",tile_x114y115,QL
"11,155",tile_x114y116,QL
"9,705",tile_x114y117,QK
"9,838",tile_x114y118,QK
"7,644",tile_x114y119,QK
"7,091",tile_x114y120,QK
"10,333",tile_x114y121,QK
"19,487",tile_x114y122,QJ
"20,100",tile_x114y123,QJ
"18,693",tile_x114y124,QJ
"19,480",tile_x114y125,QJ
"19,116",tile_x114y126,QJ
"20,410",tile_x114y127,QI
"21,096",tile_x114y128,QI
"22,590",tile_x114y129,QI
"23,726",tile_x114y130,QI
"13,373",tile_x114y131,QI
"15,604",tile_x114y132,QH
"17,209",tile_x114y133,QH
"17,484",tile_x114y134,QH
"21,164",tile_x114y135,QH
"21,740",tile_x114y136,QH
"22,396",tile_x114y137,QG
"20,202",tile_x114y138,QG
"20,228",tile_x114y139,QG
"20,228",tile_x114y140,QG
"23,650",tile_x114y141,QG
"24,874",tile_x114y142,QF
"24,098",tile_x114y143,QF
"21,047",tile_x114y144,QF
"21,060",tile_x114y145,QF
"19,236",tile_x114y146,QF
"16,900",tile_x114y147,QE
"14,597",tile_x114y148,QE
"12,825",tile_x114y149,QE
"11,780",tile_x114y150,QE
"13,057",tile_x114y151,QE
"14,380",tile_x114y152,QD
"15,567",tile_x114y153,QD
"18,836",tile_x114y154,QD
"22,515",tile_x114y155,QD
"23,529",tile_x114y156,QD
"26,922",tile_x114y157,QC
"24,539",tile_x114y158,QC
"24,900",tile_x114y159,QC
"29,522",tile_x114y160,QC
"0,282",tile_x114y44,QZ
"0,292",tile_x114y45,QZ
"0,286",tile_x114y46,QZ
"1,983",tile_x114y47,QY
"4,760",tile_x114y48,QY
"4,752",tile_x114y49,QY
"5,430",tile_x114y50,QY
"5,572",tile_x114y51,QY
"6,804",tile_x114y52,QX
"7,491",tile_x114y53,QX
"7,260",tile_x114y54,QX
"6,450",tile_x114y55,QX
"6,058",tile_x114y56,QX
"5,204",tile_x114y57,QW
"4,180",tile_x114y58,QW
"1,110",tile_x114y59,QW
"0,708",tile_x114y60,QW
"1,295",tile_x114y61,QW
"1,276",tile_x114y62,QV
"1,376",tile_x114y63,QV
"1,401",tile_x114y64,QV
"0,488",tile_x114y65,QV
"0,381",tile_x114y66,QV
"0,480",tile_x114y67,QU
"0,006",tile_x114y68,QU
"0,006",tile_x114y69,QU
"0,006",tile_x114y70,QU
"0,006",tile_x114y71,QU
"0,006",tile_x114y72,QT
"0,006",tile_x114y73,QT
"0,006",tile_x114y74,QT
"0,216",tile_x114y75,QT
"0,856",tile_x114y76,QT
"1,158",tile_x114y77,QS
"0,873",tile_x114y78,QS
"0,592",tile_x114y79,QS
"0,800",tile_x114y80,QS
"0,960",tile_x114y81,QS
"0,720",tile_x114y82,QR
"-0,248",tile_x114y83,QR
"0,148",tile_x114y84,QR
"0,148",tile_x114y85,QR
"-2,600",tile_x114y86,QR
"-1,574",tile_x114y87,QQ
"1,589",tile_x114y88,QQ
"2,706",tile_x114y89,QQ
"3,794",tile_x114y90,QQ
"7,328",tile_x114y91,QQ
"8,510",tile_x114y92,QP
"8,500",tile_x114y93,QP
"8,880",tile_x114y94,QP
"8,400",tile_x114y95,QP
"7,994",tile_x114y96,QP
"8,840",tile_x114y97,QO
"11,556",tile_x114y98,QO
"10,746",tile_x114y99,QO
"10,120",tile_x115y100,QO
"10,670",tile_x115y101,QO
"10,400",tile_x115y102,QN
"10,854",tile_x115y103,QN
"11,470",tile_x115y104,QN
"12,190",tile_x115y105,QN
"11,900",tile_x115y106,QN
"9,028",tile_x115y107,QM
"11,001",tile_x115y108,QM
"10,400",tile_x115y109,QM
"10,245",tile_x115y110,QM
"8,655",tile_x115y111,QM
