Z_MIN,TUILE,TO_DALLE
"8,263",tile_x115y112,QL
"8,690",tile_x115y113,QL
"10,790",tile_x115y114,QL
"12,015",tile_x115y115,QL
"12,234",tile_x115y116,QL
"8,544",tile_x115y117,QK
"6,700",tile_x115y118,QK
"6,969",tile_x115y119,QK
"6,795",tile_x115y120,QK
"18,176",tile_x115y121,QK
"17,964",tile_x115y122,QJ
"20,110",tile_x115y123,QJ
"19,610",tile_x115y124,QJ
"18,951",tile_x115y125,QJ
"18,658",tile_x115y126,QJ
"19,851",tile_x115y127,QI
"18,760",tile_x115y128,QI
"17,332",tile_x115y129,QI
"16,360",tile_x115y130,QI
"13,373",tile_x115y131,QI
"16,152",tile_x115y132,QH
"15,960",tile_x115y133,QH
"18,269",tile_x115y134,QH
"20,470",tile_x115y135,QH
"20,670",tile_x115y136,QH
"23,536",tile_x115y137,QG
"20,734",tile_x115y138,QG
"20,795",tile_x115y139,QG
"20,704",tile_x115y140,QG
"22,650",tile_x115y141,QG
"24,298",tile_x115y142,QF
"22,768",tile_x115y143,QF
"20,402",tile_x115y144,QF
"18,260",tile_x115y145,QF
"16,696",tile_x115y146,QF
"13,406",tile_x115y147,QE
"12,721",tile_x115y148,QE
"10,961",tile_x115y149,QE
"11,570",tile_x115y150,QE
"12,694",tile_x115y151,QE
"13,888",tile_x115y152,QD
"14,714",tile_x115y153,QD
"19,918",tile_x115y154,QD
"21,891",tile_x115y155,QD
"21,960",tile_x115y156,QD
"23,327",tile_x115y157,QC
"24,914",tile_x115y158,QC
"24,701",tile_x115y159,QC
"25,850",tile_x115y160,QC
"22,819",tile_x115y161,QC
"22,367",tile_x115y162,QB
"-0,253",tile_x115y44,QZ
"-0,449",tile_x115y45,QZ
"-0,449",tile_x115y46,QZ
"1,155",tile_x115y47,QY
"4,522",tile_x115y48,QY
"1,490",tile_x115y49,QY
"3,277",tile_x115y50,QY
"5,105",tile_x115y51,QY
"6,417",tile_x115y52,QX
"6,230",tile_x115y53,QX
"6,691",tile_x115y54,QX
"6,314",tile_x115y55,QX
"5,854",tile_x115y56,QX
"6,122",tile_x115y57,QW
"4,200",tile_x115y58,QW
"1,490",tile_x115y59,QW
"0,262",tile_x115y60,QW
"0,077",tile_x115y61,QW
"-0,434",tile_x115y62,QV
"-0,106",tile_x115y63,QV
"-0,106",tile_x115y64,QV
"-0,106",tile_x115y65,QV
"-0,106",tile_x115y66,QV
"-0,106",tile_x115y67,QU
"-0,106",tile_x115y68,QU
"0,006",tile_x115y69,QU
"0,006",tile_x115y70,QU
"0,006",tile_x115y71,QU
"0,006",tile_x115y72,QT
"0,006",tile_x115y73,QT
"0,006",tile_x115y74,QT
"0,162",tile_x115y75,QT
"1,434",tile_x115y76,QT
"1,204",tile_x115y77,QS
"0,891",tile_x115y78,QS
"0,839",tile_x115y79,QS
"0,252",tile_x115y80,QS
"0,237",tile_x115y81,QS
"0,181",tile_x115y82,QR
"-0,136",tile_x115y83,QR
"0,148",tile_x115y84,QR
"0,148",tile_x115y85,QR
"-0,748",tile_x115y86,QR
"0,455",tile_x115y87,QQ
"1,710",tile_x115y88,QQ
"3,003",tile_x115y89,QQ
"2,703",tile_x115y90,QQ
"3,805",tile_x115y91,QQ
"7,393",tile_x115y92,QP
"9,571",tile_x115y93,QP
"8,786",tile_x115y94,QP
"7,735",tile_x115y95,QP
"7,216",tile_x115y96,QP
"7,320",tile_x115y97,QO
"8,488",tile_x115y98,QO
"9,893",tile_x115y99,QO
"7,016",tile_x116y100,QO
"9,653",tile_x116y101,QO
"9,107",tile_x116y102,QN
"9,195",tile_x116y103,QN
"10,150",tile_x116y104,QN
"10,683",tile_x116y105,QN
"9,366",tile_x116y106,QN
"8,256",tile_x116y107,QM
"8,996",tile_x116y108,QM
"10,750",tile_x116y109,QM
"9,058",tile_x116y110,QM
"10,710",tile_x116y111,QM
"8,105",tile_x116y112,QL
"7,680",tile_x116y113,QL
"10,890",tile_x116y114,QL
"10,510",tile_x116y115,QL
"10,046",tile_x116y116,QL
"6,530",tile_x116y117,QK
"6,960",tile_x116y118,QK
"7,580",tile_x116y119,QK
"12,990",tile_x116y120,QK
"18,259",tile_x116y121,QK
"19,180",tile_x116y122,QJ
"19,382",tile_x116y123,QJ
"19,357",tile_x116y124,QJ
"18,642",tile_x116y125,QJ
"17,384",tile_x116y126,QJ
"18,996",tile_x116y127,QI
"18,148",tile_x116y128,QI
"17,193",tile_x116y129,QI
"13,770",tile_x116y130,QI
"12,125",tile_x116y131,QI
"12,686",tile_x116y132,QH
"15,574",tile_x116y133,QH
"18,171",tile_x116y134,QH
"18,780",tile_x116y135,QH
"19,635",tile_x116y136,QH
"19,976",tile_x116y137,QG
"19,651",tile_x116y138,QG
"20,565",tile_x116y139,QG
"22,550",tile_x116y140,QG
"20,645",tile_x116y141,QG
"19,320",tile_x116y142,QF
"20,550",tile_x116y143,QF
"17,903",tile_x116y144,QF
"14,334",tile_x116y145,QF
"13,700",tile_x116y146,QF
"11,691",tile_x116y147,QE
"9,875",tile_x116y148,QE
"10,520",tile_x116y149,QE
"12,780",tile_x116y150,QE
"13,210",tile_x116y151,QE
"13,842",tile_x116y152,QD
"14,125",tile_x116y153,QD
"20,537",tile_x116y154,QD
"21,317",tile_x116y155,QD
"21,339",tile_x116y156,QD
"22,313",tile_x116y157,QC
"23,525",tile_x116y158,QC
"24,710",tile_x116y159,QC
"25,093",tile_x116y160,QC
"25,267",tile_x116y161,QC
"22,870",tile_x116y162,QB
"20,031",tile_x116y163,QB
"-0,132",tile_x116y44,QZ
"-0,449",tile_x116y45,QZ
"-0,449",tile_x116y46,QZ
"-0,275",tile_x116y47,QY
"3,209",tile_x116y48,QY
"0,499",tile_x116y49,QY
"1,902",tile_x116y50,QY
"3,568",tile_x116y51,QY
"4,848",tile_x116y52,QX
"5,260",tile_x116y53,QX
"5,458",tile_x116y54,QX
"6,190",tile_x116y55,QX
"6,213",tile_x116y56,QX
"6,242",tile_x116y57,QW
"5,090",tile_x116y58,QW
"0,262",tile_x116y59,QW
"0,262",tile_x116y60,QW
"-1,082",tile_x116y61,QW
"0,077",tile_x116y62,QV
"-0,106",tile_x116y63,QV
"-0,106",tile_x116y64,QV
"-0,106",tile_x116y65,QV
"-0,376",tile_x116y66,QV
"-0,320",tile_x116y67,QU
"-0,106",tile_x116y68,QU
"0,006",tile_x116y69,QU
"1,607",tile_x116y6,Q8
"0,006",tile_x116y70,QU
"0,006",tile_x116y71,QU
"0,006",tile_x116y72,QT
"0,006",tile_x116y73,QT
"0,006",tile_x116y74,QT
"0,054",tile_x116y75,QT
"0,603",tile_x116y76,QT
"0,962",tile_x116y77,QS
"0,402",tile_x116y78,QS
"0,399",tile_x116y79,QS
"3,000",tile_x116y7,Q7
"0,790",tile_x116y80,QS
"0,780",tile_x116y81,QS
"0,245",tile_x116y82,QR
"0,381",tile_x116y83,QR
"-0,381",tile_x116y84,QR
"0,148",tile_x116y85,QR
"0,048",tile_x116y86,QR
"0,148",tile_x116y87,QQ
"0,209",tile_x116y88,QQ
"2,001",tile_x116y89,QQ
"3,000",tile_x116y8,Q7
"2,114",tile_x116y90,QQ
"2,451",tile_x116y91,QQ
"3,803",tile_x116y92,QP
"6,826",tile_x116y93,QP
"9,560",tile_x116y94,QP
"7,786",tile_x116y95,QP
"5,055",tile_x116y96,QP
"4,820",tile_x116y97,QO
"6,233",tile_x116y98,QO
"7,220",tile_x116y99,QO
"5,360",tile_x117y100,QO
"3,000",tile_x117y10,Q7
"0,350",tile_x117y44,QZ
"-0,449",tile_x117y45,QZ
"-0,598",tile_x117y46,QZ
"1,082",tile_x117y47,QY
"-0,030",tile_x117y48,QY
"0,160",tile_x117y49,QY
"3,000",tile_x117y4,Q8
"0,458",tile_x117y50,QY
"2,276",tile_x117y51,QY
"4,800",tile_x117y52,QX
"4,756",tile_x117y53,QX
"4,509",tile_x117y54,QX
"4,151",tile_x117y55,QX
"4,920",tile_x117y56,QX
"4,706",tile_x117y57,QW
"4,445",tile_x117y58,QW
"0,262",tile_x117y59,QW
"3,000",tile_x117y5,Q8
"0,262",tile_x117y60,QW
"-0,552",tile_x117y61,QW
"0,077",tile_x117y62,QV
"-0,106",tile_x117y63,QV
"-0,106",tile_x117y64,QV
"-0,106",tile_x117y65,QV
"-0,873",tile_x117y66,QV
"-0,309",tile_x117y67,QU
"0,006",tile_x117y68,QU
"0,006",tile_x117y69,QU
"3,000",tile_x117y6,Q8
"-0,113",tile_x117y70,QU
"0,006",tile_x117y71,QU
"0,006",tile_x117y72,QT
"-0,070",tile_x117y73,QT
"0,006",tile_x117y74,QT
"0,281",tile_x117y75,QT
"0,303",tile_x117y76,QT
"-0,043",tile_x117y77,QS
"0,425",tile_x117y78,QS
"0,661",tile_x117y79,QS
"3,000",tile_x117y7,Q7
"0,545",tile_x117y80,QS
"0,088",tile_x117y81,QS
"0,222",tile_x117y82,QR
"0,073",tile_x117y83,QR
"-0,270",tile_x117y84,QR
"0,380",tile_x117y85,QR
"0,076",tile_x117y86,QR
"0,173",tile_x117y87,QQ
"0,209",tile_x117y88,QQ
"0,720",tile_x117y89,QQ
"3,000",tile_x117y8,Q7
"1,640",tile_x117y90,QQ
"2,061",tile_x117y91,QQ
"2,765",tile_x117y92,QP
"3,287",tile_x117y93,QP
"3,291",tile_x117y94,QP
"5,926",tile_x117y95,QP
"5,875",tile_x117y96,QP
"3,813",tile_x117y97,QO
"3,050",tile_x117y98,QO
"5,644",tile_x117y99,QO
"3,000",tile_x117y9,Q7
"39,230",tile_x89y108,MM
"36,396",tile_x91y100,NO
"37,055",tile_x91y101,NO
"41,600",tile_x91y102,NN
"42,380",tile_x91y103,NN
"43,356",tile_x91y104,NN
"41,981",tile_x91y105,NN
"41,758",tile_x91y106,NN
"41,766",tile_x91y107,NM
"40,872",tile_x91y108,NM
"39,960",tile_x91y109,NM
"36,819",tile_x91y110,NM
"34,977",tile_x91y111,NM
"35,491",tile_x91y112,NL
"33,663",tile_x91y113,NL
"35,282",tile_x91y114,NL
"37,397",tile_x91y115,NL
"38,320",tile_x91y116,NL
"40,213",tile_x91y117,NK
"37,914",tile_x91y118,NK
"35,932",tile_x91y119,NK
"33,241",tile_x91y120,NK
"30,175",tile_x91y121,NK
"29,411",tile_x91y122,NJ
"35,380",tile_x91y123,NJ
"36,774",tile_x91y124,NJ
"37,715",tile_x91y125,NJ
"34,950",tile_x91y126,NJ
"29,421",tile_x91y127,NI
"29,582",tile_x91y128,NI
"33,738",tile_x91y129,NI
"35,176",tile_x91y130,NI
"38,519",tile_x91y131,NI
"42,011",tile_x91y132,NH
"44,079",tile_x91y133,NH
"44,790",tile_x91y134,NH
"45,542",tile_x91y135,NH
"45,875",tile_x91y136,NH
"42,848",tile_x91y137,NG
"45,318",tile_x91y138,NG
"45,684",tile_x91y139,NG
"47,536",tile_x91y140,NG
"47,330",tile_x91y141,NG
"45,780",tile_x91y142,NF
"46,610",tile_x91y143,NF
"46,392",tile_x91y144,NF
"47,578",tile_x91y145,NF
"48,194",tile_x91y146,NF
"49,726",tile_x91y147,NE
"48,624",tile_x91y148,NE
"48,210",tile_x91y149,NE
"28,980",tile_x91y67,NU
"30,830",tile_x91y69,NU
"30,530",tile_x91y70,NU
"30,229",tile_x91y71,NU
"31,063",tile_x91y72,NT
"31,430",tile_x91y73,NT
"30,760",tile_x91y74,NT
"28,566",tile_x91y75,NT
"20,651",tile_x91y76,NT
"14,672",tile_x91y77,NS
"9,052",tile_x91y78,NS
"5,453",tile_x91y79,NS
"5,215",tile_x91y80,NS
"5,215",tile_x91y81,NS
"5,778",tile_x91y82,NR
"5,612",tile_x91y83,NR
"6,227",tile_x91y84,NR
"8,626",tile_x91y85,NR
"12,700",tile_x91y86,NR
"18,659",tile_x91y87,NQ
"20,880",tile_x91y88,NQ
"22,220",tile_x91y89,NQ
"23,785",tile_x91y90,NQ
"25,402",tile_x91y91,NQ
"24,850",tile_x91y92,NP
"25,595",tile_x91y93,NP
"27,840",tile_x91y94,NP
"29,189",tile_x91y95,NP
"31,304",tile_x91y96,NP
"30,125",tile_x91y97,NO
"34,364",tile_x91y98,NO
"40,584",tile_x91y99,NO
"35,506",tile_x92y100,NO
"42,210",tile_x92y101,NO
"42,250",tile_x92y102,NN
"42,370",tile_x92y103,NN
"42,588",tile_x92y104,NN
"42,599",tile_x92y105,NN
"41,778",tile_x92y106,NN
"42,150",tile_x92y107,NM
"41,104",tile_x92y108,NM
"40,340",tile_x92y109,NM
"38,595",tile_x92y110,NM
"34,853",tile_x92y111,NM
"33,359",tile_x92y112,NL
"31,480",tile_x92y113,NL
"32,754",tile_x92y114,NL
"35,413",tile_x92y115,NL
"39,535",tile_x92y116,NL
"39,641",tile_x92y117,NK
"35,975",tile_x92y118,NK
"33,788",tile_x92y119,NK
"31,825",tile_x92y120,NK
"26,572",tile_x92y121,NK
"32,563",tile_x92y122,NJ
"34,610",tile_x92y123,NJ
"35,800",tile_x92y124,NJ
"37,030",tile_x92y125,NJ
"33,993",tile_x92y126,NJ
"28,518",tile_x92y127,NI
"30,823",tile_x92y128,NI
"31,850",tile_x92y129,NI
"33,590",tile_x92y130,NI
"37,010",tile_x92y131,NI
"41,432",tile_x92y132,NH
"43,204",tile_x92y133,NH
"43,390",tile_x92y134,NH
"44,250",tile_x92y135,NH
"42,529",tile_x92y136,NH
"43,001",tile_x92y137,NG
"44,138",tile_x92y138,NG
"45,398",tile_x92y139,NG
"43,385",tile_x92y140,NG
"45,341",tile_x92y141,NG
"45,946",tile_x92y142,NF
"44,653",tile_x92y143,NF
"46,470",tile_x92y144,NF
"48,446",tile_x92y145,NF
"48,789",tile_x92y146,NF
"49,505",tile_x92y147,NE
"48,396",tile_x92y148,NE
"47,057",tile_x92y149,NE
"47,060",tile_x92y150,NE
"26,660",tile_x92y57,NW
"29,273",tile_x92y58,NW
"31,227",tile_x92y59,NW
"31,003",tile_x92y62,NV
"26,620",tile_x92y63,NV
"24,070",tile_x92y64,NV
"24,030",tile_x92y65,NV
"28,607",tile_x92y66,NV
"30,652",tile_x92y67,NU
"31,063",tile_x92y69,NU
"32,460",tile_x92y70,NU
"34,149",tile_x92y71,NU
"34,040",tile_x92y72,NT
"32,550",tile_x92y73,NT
"30,290",tile_x92y74,NT
"24,413",tile_x92y75,NT
"20,564",tile_x92y76,NT
"14,171",tile_x92y77,NS
"8,741",tile_x92y78,NS
"4,966",tile_x92y79,NS
"4,794",tile_x92y80,NS
"5,413",tile_x92y81,NS
"5,325",tile_x92y82,NR
"5,463",tile_x92y83,NR
"5,305",tile_x92y84,NR
"7,350",tile_x92y85,NR
"10,120",tile_x92y86,NR
"18,962",tile_x92y87,NQ
"23,260",tile_x92y88,NQ
"23,330",tile_x92y89,NQ
"23,534",tile_x92y90,NQ
"23,133",tile_x92y91,NQ
"22,970",tile_x92y92,NP
"27,572",tile_x92y93,NP
"31,777",tile_x92y94,NP
"32,687",tile_x92y95,NP
"31,380",tile_x92y96,NP
"30,121",tile_x92y97,NO
"33,604",tile_x92y98,NO
"33,709",tile_x92y99,NO
"40,730",tile_x93y100,NO
"42,932",tile_x93y101,NO
"42,815",tile_x93y102,NN
"42,679",tile_x93y103,NN
"41,701",tile_x93y104,NN
"42,463",tile_x93y105,NN
"42,375",tile_x93y106,NN
"41,707",tile_x93y107,NM
"41,253",tile_x93y108,NM
"39,789",tile_x93y109,NM
"38,675",tile_x93y110,NM
"36,730",tile_x93y111,NM
"33,018",tile_x93y112,NL
"30,953",tile_x93y113,NL
"31,551",tile_x93y114,NL
"33,652",tile_x93y115,NL
"36,226",tile_x93y116,NL
"36,088",tile_x93y117,NK
"34,489",tile_x93y118,NK
"33,850",tile_x93y119,NK
"28,403",tile_x93y120,NK
"28,049",tile_x93y121,NK
"30,369",tile_x93y122,NJ
"35,788",tile_x93y123,NJ
"37,519",tile_x93y124,NJ
"37,159",tile_x93y125,NJ
"33,220",tile_x93y126,NJ
"27,744",tile_x93y127,NI
"29,270",tile_x93y128,NI
"32,388",tile_x93y129,NI
"35,054",tile_x93y130,NI
"37,369",tile_x93y131,NI
"40,151",tile_x93y132,NH
"42,914",tile_x93y133,NH
"41,737",tile_x93y134,NH
"42,924",tile_x93y135,NH
"41,498",tile_x93y136,NH
"41,750",tile_x93y137,NG
"43,810",tile_x93y138,NG
"43,093",tile_x93y139,NG
"40,541",tile_x93y140,NG
"42,097",tile_x93y141,NG
"42,731",tile_x93y142,NF
"44,086",tile_x93y143,NF
"46,370",tile_x93y144,NF
"46,311",tile_x93y145,NF
"48,403",tile_x93y146,NF
"48,283",tile_x93y147,NE
"47,445",tile_x93y148,NE
"47,130",tile_x93y149,NE
"46,196",tile_x93y150,NE
"46,000",tile_x93y151,NE
"44,538",tile_x93y152,ND
"42,637",tile_x93y153,ND
"37,380",tile_x93y154,ND
"31,814",tile_x93y155,ND
"27,787",tile_x93y156,ND
"23,700",tile_x93y157,NC
"26,680",tile_x93y57,NW
"28,405",tile_x93y58,NW
"22,720",tile_x93y64,NV
"25,357",tile_x93y65,NV
"28,382",tile_x93y66,NV
"34,422",tile_x93y69,NU
"32,856",tile_x93y70,NU
"34,776",tile_x93y71,NU
"35,926",tile_x93y72,NT
"33,129",tile_x93y73,NT
"30,406",tile_x93y74,NT
"24,439",tile_x93y75,NT
"23,874",tile_x93y76,NT
"20,100",tile_x93y77,NS
"10,783",tile_x93y78,NS
"4,883",tile_x93y79,NS
"4,189",tile_x93y80,NS
"4,760",tile_x93y81,NS
"3,886",tile_x93y82,NR
"4,905",tile_x93y83,NR
"6,110",tile_x93y84,NR
"7,786",tile_x93y85,NR
"10,702",tile_x93y86,NR
"17,907",tile_x93y87,NQ
"18,757",tile_x93y88,NQ
"20,666",tile_x93y89,NQ
"21,720",tile_x93y90,NQ
"21,357",tile_x93y91,NQ
"22,981",tile_x93y92,NP
"26,062",tile_x93y93,NP
"30,793",tile_x93y94,NP
"31,818",tile_x93y95,NP
"30,320",tile_x93y96,NP
"31,643",tile_x93y97,NO
"31,987",tile_x93y98,NO
"32,345",tile_x93y99,NO
"41,512",tile_x94y100,NO
"43,090",tile_x94y101,NO
"42,957",tile_x94y102,NN
"41,760",tile_x94y103,NN
"40,934",tile_x94y104,NN
"41,408",tile_x94y105,NN
"41,132",tile_x94y106,NN
"40,492",tile_x94y107,NM
"39,750",tile_x94y108,NM
"38,531",tile_x94y109,NM
"37,511",tile_x94y110,NM
"33,405",tile_x94y111,NM
"32,293",tile_x94y112,NL
"29,300",tile_x94y113,NL
"30,342",tile_x94y114,NL
"33,372",tile_x94y115,NL
"35,546",tile_x94y116,NL
"35,130",tile_x94y117,NK
"33,479",tile_x94y118,NK
"32,150",tile_x94y119,NK
"28,183",tile_x94y120,NK
"25,672",tile_x94y121,NK
"32,740",tile_x94y122,NJ
"35,652",tile_x94y123,NJ
"36,449",tile_x94y124,NJ
"36,000",tile_x94y125,NJ
"33,147",tile_x94y126,NJ
"25,542",tile_x94y127,NI
"28,728",tile_x94y128,NI
"32,877",tile_x94y129,NI
"38,364",tile_x94y130,NI
"36,305",tile_x94y131,NI
"36,598",tile_x94y132,NH
"42,110",tile_x94y133,NH
"40,895",tile_x94y134,NH
"35,469",tile_x94y135,NH
"39,082",tile_x94y136,NH
"40,020",tile_x94y137,NG
"41,280",tile_x94y138,NG
"44,043",tile_x94y139,NG
"40,899",tile_x94y140,NG
"42,470",tile_x94y141,NG
"41,882",tile_x94y142,NF
"42,740",tile_x94y143,NF
"45,072",tile_x94y144,NF
"45,760",tile_x94y145,NF
"47,000",tile_x94y146,NF
"46,002",tile_x94y147,NE
"47,142",tile_x94y148,NE
"46,584",tile_x94y149,NE
"46,148",tile_x94y150,NE
"44,660",tile_x94y151,NE
"42,877",tile_x94y152,ND
"39,814",tile_x94y153,ND
"36,637",tile_x94y154,ND
"34,220",tile_x94y155,ND
"28,240",tile_x94y156,ND
"23,520",tile_x94y157,NC
"23,714",tile_x94y158,NC
"29,760",tile_x94y60,NW
"27,980",tile_x94y61,NW
"21,760",tile_x94y64,NV
"22,658",tile_x94y65,NV
"25,748",tile_x94y66,NV
"30,890",tile_x94y68,NU
"34,860",tile_x94y69,NU
"35,861",tile_x94y70,NU
"34,481",tile_x94y71,NU
"35,823",tile_x94y72,NT
"35,223",tile_x94y73,NT
"31,973",tile_x94y74,NT
"29,813",tile_x94y75,NT
"25,892",tile_x94y76,NT
"19,877",tile_x94y77,NS
"13,376",tile_x94y78,NS
"4,250",tile_x94y79,NS
"3,445",tile_x94y80,NS
"4,287",tile_x94y81,NS
"4,047",tile_x94y82,NR
"4,633",tile_x94y83,NR
"5,019",tile_x94y84,NR
"7,863",tile_x94y85,NR
"9,569",tile_x94y86,NR
"13,932",tile_x94y87,NQ
"17,539",tile_x94y88,NQ
"19,490",tile_x94y89,NQ
"21,960",tile_x94y90,NQ
"23,611",tile_x94y91,NQ
"24,170",tile_x94y92,NP
"25,600",tile_x94y93,NP
"29,710",tile_x94y94,NP
"28,127",tile_x94y95,NP
"25,973",tile_x94y96,NP
"28,990",tile_x94y97,NO
"30,488",tile_x94y98,NO
"33,228",tile_x94y99,NO
"36,696",tile_x95y100,NO
"43,244",tile_x95y101,NO
"41,693",tile_x95y102,NN
"41,152",tile_x95y103,NN
"40,030",tile_x95y104,NN
"39,950",tile_x95y105,NN
"39,711",tile_x95y106,NN
"38,802",tile_x95y107,NM
"37,902",tile_x95y108,NM
"37,159",tile_x95y109,NM
"36,942",tile_x95y110,NM
"35,246",tile_x95y111,NM
"32,813",tile_x95y112,NL
"28,963",tile_x95y113,NL
"28,936",tile_x95y114,NL
"30,981",tile_x95y115,NL
"34,667",tile_x95y116,NL
"34,280",tile_x95y117,NK
"31,705",tile_x95y118,NK
"30,609",tile_x95y119,NK
"25,264",tile_x95y120,NK
"23,742",tile_x95y121,NK
"28,320",tile_x95y122,NJ
"31,278",tile_x95y123,NJ
"33,894",tile_x95y124,NJ
"35,410",tile_x95y125,NJ
"32,000",tile_x95y126,NJ
"25,823",tile_x95y127,NI
"24,758",tile_x95y128,NI
"32,942",tile_x95y129,NI
"37,969",tile_x95y130,NI
"33,646",tile_x95y131,NI
"33,667",tile_x95y132,NH
"37,642",tile_x95y133,NH
"38,743",tile_x95y134,NH
"35,420",tile_x95y135,NH
"35,804",tile_x95y136,NH
"39,291",tile_x95y137,NG
"41,987",tile_x95y138,NG
"43,087",tile_x95y139,NG
"41,425",tile_x95y140,NG
"38,657",tile_x95y141,NG
"41,510",tile_x95y142,NF
"43,489",tile_x95y143,NF
"43,970",tile_x95y144,NF
"44,252",tile_x95y145,NF
"44,798",tile_x95y146,NF
"44,079",tile_x95y147,NE
"46,041",tile_x95y148,NE
"44,943",tile_x95y149,NE
"44,185",tile_x95y150,NE
"44,361",tile_x95y151,NE
"42,700",tile_x95y152,ND
"39,773",tile_x95y153,ND
"35,000",tile_x95y154,ND
"30,184",tile_x95y155,ND
"28,045",tile_x95y156,ND
"23,590",tile_x95y157,NC
"23,973",tile_x95y158,NC
"26,980",tile_x95y159,NC
"28,875",tile_x95y60,NW
"26,745",tile_x95y61,NW
"28,352",tile_x95y62,NV
"23,787",tile_x95y66,NV
"28,599",tile_x95y68,NU
"31,746",tile_x95y69,NU
"33,001",tile_x95y70,NU
"32,791",tile_x95y71,NU
"33,115",tile_x95y72,NT
"34,724",tile_x95y73,NT
"30,122",tile_x95y74,NT
"30,089",tile_x95y75,NT
"26,047",tile_x95y76,NT
"18,129",tile_x95y77,NS
"7,304",tile_x95y78,NS
"4,122",tile_x95y79,NS
"3,474",tile_x95y80,NS
"3,713",tile_x95y81,NS
"3,913",tile_x95y82,NR
"3,683",tile_x95y83,NR
"4,159",tile_x95y84,NR
"5,515",tile_x95y85,NR
"10,610",tile_x95y86,NR
"16,054",tile_x95y87,NQ
"21,037",tile_x95y88,NQ
"23,485",tile_x95y89,NQ
"23,844",tile_x95y90,NQ
"25,780",tile_x95y91,NQ
"26,137",tile_x95y92,NP
"26,130",tile_x95y93,NP
"26,886",tile_x95y94,NP
"24,203",tile_x95y95,NP
"24,944",tile_x95y96,NP
"27,836",tile_x95y97,NO
"30,270",tile_x95y98,NO
"33,084",tile_x95y99,NO
"35,006",tile_x96y100,NO
"40,902",tile_x96y101,NO
"40,470",tile_x96y102,NN
"40,038",tile_x96y103,NN
"39,219",tile_x96y104,NN
"38,827",tile_x96y105,NN
"37,729",tile_x96y106,NN
"37,206",tile_x96y107,NM
"36,640",tile_x96y108,NM
"35,964",tile_x96y109,NM
"35,796",tile_x96y110,NM
"34,920",tile_x96y111,NM
"33,808",tile_x96y112,NL
"28,466",tile_x96y113,NL
"27,270",tile_x96y114,NL
"28,600",tile_x96y115,NL
"33,150",tile_x96y116,NL
"32,785",tile_x96y117,NK
"31,340",tile_x96y118,NK
"30,430",tile_x96y119,NK
"24,980",tile_x96y120,NK
"23,779",tile_x96y121,NK
"29,137",tile_x96y122,NJ
"30,711",tile_x96y123,NJ
"33,550",tile_x96y124,NJ
"35,717",tile_x96y125,NJ
"33,777",tile_x96y126,NJ
"25,519",tile_x96y127,NI
"23,382",tile_x96y128,NI
"31,117",tile_x96y129,NI
"35,070",tile_x96y130,NI
"31,884",tile_x96y131,NI
"31,840",tile_x96y132,NH
"37,578",tile_x96y133,NH
"36,085",tile_x96y134,NH
"35,166",tile_x96y135,NH
"35,730",tile_x96y136,NH
"39,270",tile_x96y137,NG
"41,677",tile_x96y138,NG
"41,983",tile_x96y139,NG
"39,514",tile_x96y140,NG
"39,038",tile_x96y141,NG
"40,738",tile_x96y142,NF
"43,550",tile_x96y143,NF
"43,340",tile_x96y144,NF
"43,790",tile_x96y145,NF
"42,804",tile_x96y146,NF
"43,487",tile_x96y147,NE
"45,810",tile_x96y148,NE
"44,100",tile_x96y149,NE
"44,824",tile_x96y150,NE
"44,700",tile_x96y151,NE
"41,918",tile_x96y152,ND
"38,914",tile_x96y153,ND
"33,951",tile_x96y154,ND
"28,543",tile_x96y155,ND
"24,730",tile_x96y156,ND
"21,920",tile_x96y157,NC
"24,343",tile_x96y158,NC
"29,318",tile_x96y159,NC
"33,120",tile_x96y160,NC
"40,890",tile_x96y161,NC
"42,167",tile_x96y162,NB
"41,260",tile_x96y163,NB
"41,384",tile_x96y164,NB
"44,621",tile_x96y165,NB
"45,690",tile_x96y166,NB
"24,520",tile_x96y57,NW
"27,231",tile_x96y60,NW
"25,852",tile_x96y61,NW
"27,907",tile_x96y62,NV
"22,530",tile_x96y63,NV
"9,004",tile_x96y66,NV
"28,175",tile_x96y69,NU
"29,082",tile_x96y70,NU
"29,540",tile_x96y71,NU
"29,935",tile_x96y72,NT
"32,472",tile_x96y73,NT
"28,688",tile_x96y74,NT
"29,196",tile_x96y75,NT
"31,569",tile_x96y76,NT
"19,180",tile_x96y77,NS
"5,230",tile_x96y78,NS
"3,893",tile_x96y79,NS
"2,925",tile_x96y80,NS
"3,113",tile_x96y81,NS
"3,513",tile_x96y82,NR
"2,883",tile_x96y83,NR
"4,190",tile_x96y84,NR
"6,780",tile_x96y85,NR
"13,153",tile_x96y86,NR
"20,560",tile_x96y87,NQ
"26,278",tile_x96y88,NQ
"24,710",tile_x96y89,NQ
"24,069",tile_x96y90,NQ
"23,718",tile_x96y91,NQ
"26,951",tile_x96y92,NP
"24,951",tile_x96y93,NP
"23,362",tile_x96y94,NP
"23,824",tile_x96y95,NP
"24,313",tile_x96y96,NP
"25,410",tile_x96y97,NO
"30,983",tile_x96y98,NO
"32,773",tile_x96y99,NO
"34,465",tile_x97y100,NO
"38,232",tile_x97y101,NO
"40,836",tile_x97y102,NN
"38,659",tile_x97y103,NN
"38,530",tile_x97y104,NN
"37,152",tile_x97y105,NN
